case,dataset,fault,status,truth,stage,arm,answer,correct,abstained,confidence,rank_of_truth,reason_for_answer,reason_for_truth,role_of_truth,retention_kept,retention_missed,retention_score,prompt_tokens,eval_tokens,wall_s,gpu_free_before_MB,parse_error,model,thinking,num_ctx
re2tt_ts-order-service_delay_1,RE2-TT,delay,clear,ts-order-service,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+py3:role,ts-order-service,True,False,high,1,step 2 labelled it the origin; Step changes in error rate suggest a sudden increase in load or resource contention.,step 2 labelled it the origin; Step changes in error rate suggest a sudden increase in load or resource contention.,origin,,ts-order-service new log pattern (INFO <n> --- [<thread>] order.service.Or); ts-order-service log volume quiet (ts-order-service log volume); ts-order-service log rate change (INFO <n> --- [<thread>] order.controller),0/3,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive+py3:top1,recommendationservice,False,False,medium,,High 90th percentile latency and workload drop suggest a potential performance issue.,,,,cartservice metric shift (cartservice_latency-90),0/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive+py3:role,recommendationservice,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; High 90th percentile latency and workload drop suggest a potential performance issue.",,,,cartservice metric shift (cartservice_latency-90),0/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+py3:top1,recommendationservice,False,False,medium,,High 90th percentile latency and workload drop suggest a potential performance issue.,,,,cartservice metric shift (cartservice_latency-90),0/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+py3:role,recommendationservice,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; High 90th percentile latency and workload drop suggest a potential performance issue.",,,,cartservice metric shift (cartservice_latency-90),0/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+llm2:qwen2.5-coder:7b+py3:top1,recommendationservice,False,False,high,,shape recommendationservice_latency-90 (1.55); shape recommendationservice_latency-50 (1.05),,,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,python:strength+llm2:qwen2.5-coder:7b+py3:role,cartservice,True,False,low,1,step 2 labelled it the origin; shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),step 2 labelled it the origin; shape cartservice_latency-90 (30.31); shape cartservice_latency-50 (1.4),origin,cartservice metric shift (cartservice_latency-90),,1/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+py3:top1,recommendationservice,False,False,high,,High 90th percentile latency and workload drop suggest a potential performance issue.,,,,cartservice metric shift (cartservice_latency-90),0/1,,,,,,,,
re1ob_cartservice_loss_4,RE1-OB,loss,weak,cartservice,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+py3:role,cartservice,True,False,high,1,step 2 labelled it the origin; Substantial latency increase and workload drop indicate a potential bottleneck.,step 2 labelled it the origin; Substantial latency increase and workload drop indicate a potential bottleneck.,origin,,cartservice metric shift (cartservice_latency-90),0/1,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive+py3:top1,orders,False,False,high,,"High workload and error rate, likely causing cascading issues.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:naive+py3:role,carts,True,False,high,1,"step 2 labelled it the origin; Socket error rate increased, indicating potential issues.","step 2 labelled it the origin; Socket error rate increased, indicating potential issues.",origin,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+py3:top1,orders,False,False,high,,"High workload and error rate, likely causing cascading issues.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+py2:rule+py3:role,carts,True,False,high,1,"step 2 labelled it the origin; Socket error rate increased, indicating potential issues.","step 2 labelled it the origin; Socket error rate increased, indicating potential issues.",origin,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+llm2:qwen2.5-coder:7b+py3:top1,carts,True,False,high,1,"log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)","log_rare 122 log_rare lines [classes: java.io.IOException, javax.serv (122 patterns); log_oneoff 29 log_oneoff lines [classes: java.net.ConnectException, com (29 patterns)",victim,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,python:strength+llm2:qwen2.5-coder:7b+py3:role,shipping,False,False,high,,step 2 labelled it the origin; quiet shipping log volume (48.7->44.2 lines/min); shape shipping_socket (1.2),,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),,2/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+py3:top1,orders,False,False,high,,"High workload and error rate, likely causing cascading issues.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,,,,,,,,
re3ss_carts_f4_1,RE3-SS,f4,weak,carts,step3,llm:qwen2.5-coder:7b-nothink-shuffled+llm2:qwen2.5-coder:7b+py3:role,orders,False,False,high,,"step 2 labelled it the origin; High workload and error rate, likely causing cascading issues.",,,,carts log volume quiet (carts log volume); carts metric shift (carts_socket),0/2,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:top1,carts,True,False,medium,1,High error rate and new method not supported warnings suggest service instability or misconfiguration.,High error rate and new method not supported warnings suggest service instability or misconfiguration.,victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:role,carts,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; High error rate and new method not supported warnings suggest service instability or misconfiguration.","no candidate was labelled origin, fell back to step 1's top candidate; High error rate and new method not supported warnings suggest service instability or misconfiguration.",victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:top1,carts,True,False,high,1,High error rate and new method not supported warnings suggest service instability or misconfiguration.,High error rate and new method not supported warnings suggest service instability or misconfiguration.,origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:role,carts,True,False,high,1,step 2 labelled it the origin; High error rate and new method not supported warnings suggest service instability or misconfiguration.,step 2 labelled it the origin; High error rate and new method not supported warnings suggest service instability or misconfiguration.,origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+llm2:gemma4:26b+py3:top1,carts,True,False,high,1,error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,python:strength+llm2:gemma4:26b+py3:role,carts,True,False,high,1,step 2 labelled it the origin; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),step 2 labelled it the origin; error_rate carts_error (from ~0 errors 6%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->569),origin,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:top1,carts,True,False,high,1,High error rate and new method not supported warnings suggest service instability or misconfiguration.,High error rate and new method not supported warnings suggest service instability or misconfiguration.,victim,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f1_1,RE3-SS,f1,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:role,payment,False,False,high,,step 2 labelled it the origin; Vanished authorization logs suggest a break in the payment flow.,,,carts WARN 'POST not supported'; carts goes quiet (restart); carts error-seconds rise,,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:top1,carts-db,False,False,medium,,Socket drops and connection refused errors in carts suggest the database is the root cause.,,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:role,carts-db,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; Socket drops and connection refused errors in carts suggest the database is the root cause.",,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:top1,carts-db,False,False,medium,,Socket drops and connection refused errors in carts suggest the database is the root cause.,,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:role,carts-db,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; Socket drops and connection refused errors in carts suggest the database is the root cause.",,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+llm2:gemma4:26b+py3:top1,carts,True,False,high,1,error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),error_rate carts_error (from ~0 errors 14%->98%); log_new WARN o.s.web.servlet.PageNotFound: Request method 'POST' not (0->574),victim,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,python:strength+llm2:gemma4:26b+py3:role,carts-db,False,False,high,,"step 2 labelled it the origin; shape carts-db_socket (2.27); log_new {""t"":{""$date"":""<n>-<n>-<n>T03:<n>:<n>+<n>:<n>""},""s"":""I"", ""c"" (0->9)",,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque); carts log volume quiet (carts log volume),,3/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:top1,carts-db,False,False,high,,Socket drops and connection refused errors in carts suggest the database is the root cause.,,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,,,,,,,,
re3ss_carts_f3_1,RE3-SS,f3,clear,carts,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:role,carts-db,False,False,high,,step 2 labelled it the origin; Socket drops and connection refused errors in carts suggest the database is the root cause.,,,carts error-rate rise (carts_error); carts new log pattern (WARN o.s.web.servlet.PageNotFound: Reque),carts log volume quiet (carts log volume),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:top1,queue-master,False,False,medium,,Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.,,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:role,queue-master,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.",,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:top1,queue-master,False,False,medium,,Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.,,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:role,queue-master,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.",,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+llm2:gemma4:26b+py3:top1,front-end,False,False,high,,"log_new POST /orders status400 - ms - - (0->644); log_new Order response: {""cause"":{""cause"":{""cause"":null,""message"":""C (0->643)",,,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,python:strength+llm2:gemma4:26b+py3:role,orders,True,False,high,1,step 2 labelled it the origin; log_new Caused by: java.lang.IllegalArgumentException: Conflicting s (0->644); log_new Caused by: com.fasterxml.jackson.databind.JsonMappingExcepti (0->643),step 2 labelled it the origin; log_new Caused by: java.lang.IllegalArgumentException: Conflicting s (0->644); log_new Caused by: com.fasterxml.jackson.databind.JsonMappingExcepti (0->643),origin,orders presence change (orders_diskio); orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),,3/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:top1,queue-master,False,False,high,,Complete silence in logs and disappearance of critical DockerSpawner errors suggests a failure in the task orchestration layer.,,,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f1_1,RE3-SS,f1,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:role,orders,True,False,high,1,step 2 labelled it the origin; Experiencing massive error rates and new JsonMappingException errors which are likely causing upstream failures.,step 2 labelled it the origin; Experiencing massive error rates and new JsonMappingException errors which are likely causing upstream failures.,origin,orders error-rate rise (orders_error); orders new log pattern (Caused by: java.lang.IllegalArgumentExce),orders presence change (orders_diskio),2/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:top1,orders-db,False,False,medium,,Shows a clear step change in socket count and network-related logs,,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:role,orders-db,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; Shows a clear step change in socket count and network-related logs",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:top1,orders-db,False,False,medium,,Shows a clear step change in socket count and network-related logs,,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:role,orders-db,False,False,medium,,"no candidate was labelled origin, fell back to step 1's top candidate; Shows a clear step change in socket count and network-related logs",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+llm2:gemma4:26b+py3:top1,front-end,False,False,high,,"log_new Order response: {""statusCode"":status406,""body"":{""timestamp"": (0->642); log_rate POST /orders status406 - ms - - (77->642)",,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,python:strength+llm2:gemma4:26b+py3:role,orders,True,False,high,1,"step 2 labelled it the origin; log_new INFO w.w.s.o.controllers.OrdersController: Received payment  (0->642); log_rare 104 log_rare lines [classes: java.io.IOException, javax.serv (104 patterns)","step 2 labelled it the origin; log_new INFO w.w.s.o.controllers.OrdersController: Received payment  (0->642); log_rare 104 log_rare lines [classes: java.io.IOException, javax.serv (104 patterns)",origin,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:top1,orders-db,False,False,high,,Shows a clear step change in socket count and network-related logs,,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_orders_f3_1,RE3-SS,f3,clear,orders,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:role,queue-master,False,False,high,,step 2 labelled it the origin; Experienced a massive drop in log volume and socket-related exceptions,,,orders INFO 'payment response: null'; front-end 'Not Acceptable' orders; orders error-seconds rise,,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:top1,orders,False,False,high,,The front-end is reporting InvalidOrderException specifically from the orders controller.,,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:role,carts,False,False,low,,step 2 labelled it the origin; Successful cart creation logs have vanished and connection logs to carts-db are gone.,,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:top1,orders,False,False,high,,The front-end is reporting InvalidOrderException specifically from the orders controller.,,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:role,carts,False,False,low,,step 2 labelled it the origin; Successful cart creation logs have vanished and connection logs to carts-db are gone.,,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+llm2:gemma4:26b+py3:top1,front-end,True,False,high,1,log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),log_rate POST /cart status500 <n> ms - <n> (77->705); log_rate POST /cart status201 - ms - - (655->30),victim,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,python:strength+llm2:gemma4:26b+py3:role,carts-db,False,False,high,,"step 2 labelled it the origin; log_new {""t"":{""$date"":""<n>-<n>-<n>T04:<n>:<n>+<n>:<n>""},""s"":""I"", ""c"" (0->10); log_vanished {""t"":{""$date"":""<n>-<n>-<n>T03:<n>:<n>+<n>:<n>""},""s"":""I"", ""c"" (24->0)",,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:top1,orders,False,False,high,,The front-end is reporting InvalidOrderException specifically from the orders controller.,,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re3ss_front-end_f1_1,RE3-SS,f1,clear,front-end,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:role,carts,False,False,low,,step 2 labelled it the origin; Successful cart creation logs have vanished and connection logs to carts-db are gone.,,,"front-end error-rate rise (front-end_error); front-end new log pattern (Order response: {""statusCode"":status406,); front-end log rate change (POST /cart status500 <n> ms - <n>)",,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:top1,user,True,False,medium,1,High error rate and massive latency spikes suggest it is a primary failure point.,High error rate and massive latency spikes suggest it is a primary failure point.,unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:role,user,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; High error rate and massive latency spikes suggest it is a primary failure point.","no candidate was labelled origin, fell back to step 1's top candidate; High error rate and massive latency spikes suggest it is a primary failure point.",unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:top1,user,True,False,medium,1,High error rate and massive latency spikes suggest it is a primary failure point.,High error rate and massive latency spikes suggest it is a primary failure point.,unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:role,user,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; High error rate and massive latency spikes suggest it is a primary failure point.","no candidate was labelled origin, fell back to step 1's top candidate; High error rate and massive latency spikes suggest it is a primary failure point.",unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+llm2:gemma4:26b+py3:top1,user,True,False,high,1,presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),presence user_latency-50 (52.72 (100%->35%)); presence user_latency-90 (112.1 (100%->35%)),unknown,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,python:strength+llm2:gemma4:26b+py3:role,carts-db,False,False,high,,"step 2 labelled it the origin; shape carts-db_cpu (33.37); log_vanished {""t"":{""$date"":""<n>-<n>-<n>T22:<n>:<n>+<n>:<n>""},""s"":""I"", ""c"" (32->0)",,,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:top1,user,True,False,high,1,High error rate and massive latency spikes suggest it is a primary failure point.,High error rate and massive latency spikes suggest it is a primary failure point.,victim,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re2ss_user_loss_1,RE2-SS,loss,clear,user,step3,llm:gemma4:26b-nothink-shuffled+llm2:gemma4:26b+py3:role,user-db,False,False,high,,step 2 labelled it the origin; Changes in socket and disk IO suggest the user database is unstable.,,,user latency goes quiet; user error metric appears; user log volume quiet,,3/3,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:top1,adservice,True,False,medium,1,"Shows massive simultaneous increases in CPU, memory, and latency.","Shows massive simultaneous increases in CPU, memory, and latency.",unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,llm:gemma4:26b-nothink-shuffled+py2:naive+py3:role,adservice,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; Shows massive simultaneous increases in CPU, memory, and latency.","no candidate was labelled origin, fell back to step 1's top candidate; Shows massive simultaneous increases in CPU, memory, and latency.",unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:top1,adservice,True,False,medium,1,"Shows massive simultaneous increases in CPU, memory, and latency.","Shows massive simultaneous increases in CPU, memory, and latency.",unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,llm:gemma4:26b-nothink-shuffled+py2:rule+py3:role,adservice,True,False,medium,1,"no candidate was labelled origin, fell back to step 1's top candidate; Shows massive simultaneous increases in CPU, memory, and latency.","no candidate was labelled origin, fell back to step 1's top candidate; Shows massive simultaneous increases in CPU, memory, and latency.",unknown,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+llm2:gemma4:26b+py3:top1,adservice,True,False,high,1,shape adservice_mem (10.6); shape adservice_cpu (33.07),shape adservice_mem (10.6); shape adservice_cpu (33.07),origin,adservice metric shift (adservice_mem),,1/1,,,,,,,,
re1ob_adservice_mem_1,RE1-OB,mem,clear,adservice,step3,python:strength+llm2:gemma4:26b+py3:role,adservice,True,False,high,1,step 2 labelled it the origin; shape adservice_mem (10.6); shape adservice_cpu (33.07),step 2 labelled it the origin; shape adservice_mem (10.6); shape adservice_cpu (33.07),origin,adservice metric shift (adservice_mem),,1/1,,,,,,,,
